1 sec,[],"[243.338302612305,85.4775085449219,299.853515625,188.149078369141;129.362121582031,379.318664550781,93,206.696716308594;277.661468505859,284.817596435547,290.335296630859,282.187438964844;114.909965515137,190,32,33;29,35,20,42;30,36,34,30;28,23,30,31]",[],[]
1.0333 sec,[],"[242.951095581055,80.4893951416016,299.728546142578,192.413314819336;128.66975402832,377.252960205078,86,205.849090576172;274.067993164062,284.623168945312,294.279388427734,282.654937744141;116.084884643555,191,33,42;28,24,20,43;37,37,43,30;18,22,30,30]",[],[]
1.0667 sec,[],"[244.143707275391,82.8638229370117,299.757171630859,192.16340637207;128.626449584961,376.538940429688,85,204.216918945312;276.134094238281,282.789855957031,292.334045410156,282.07373046875;115.903938293457,190,33,37;29,25,20,42;33,37,38,30;19,22,30,27]",[],[]
1.1 sec,[],"[245.508438110352,81.2629165649414,301.101043701172,189.826553344727;126.073287963867,376.498352050781,85,202.798950195312;273.336547851562,282.079132080078,288.263092041016,278.445495605469;116.232376098633,190,33,42;28,31,27,42;33,37,43,29;24,29,30,27]",[],[]
1.1333 sec,[],"[246.671447753906,84.0427780151367,300.811370849609,190.521408081055;129.000549316406,375.526580810547,85,202.899230957031;276.848327636719,281.461395263672,289.100006103516,282.355346679688;117.607040405273,190,32,35;29,29,20,42;27,36,36,30;22,23,30,33]",[],[]
1.1667 sec,[],"[247.387649536133,83.9053268432617,300.422760009766,191.484878540039;129.578643798828,374.464935302734,86,201.951156616211;276.982788085938,280.244110107422,288.803649902344,283.340057373047;119.226181030273,196,32,35;29,27,18,41;28,36,36,31;21,20,29,28]",[],[]
1.2 sec,[],"[248.063934326172,82.1214294433594,300.009124755859,192.165863037109;127.587516784668,373.591857910156,82,199.016708374023;273.671875,277.363922119141,287.008453369141,279.795013427734;118.864608764648,193,33,39;30,25,22,41;32,36,40,32;19,24,29,31]",[],[]
1.2333 sec,[],"[249.045547485352,84.2341842651367,299.794219970703,190.422698974609;126.916976928711,372.922546386719,82,196.164459228516;273.238830566406,274.9375,283.114624023438,276.922637939453;117.990287780762,193,32,35;30,28,22,41;25,36,35,32;21,25,30,26]",[],[]
1.2667 sec,[],"[248.943267822266,80.8741455078125,298.557647705078,187.84944152832;127.43586730957,371.247741699219,76,196.261245727539;272.561126708984,275.097045898438,282.592864990234,280.003509521484;120.845825195312,190,32,39;31,31,18,41;31,36,40,32;23,21,29,29]",[],[]
1.3 sec,[],"[248.970077514648,82.310173034668,297.707397460938,186.015411376953;127.108726501465,369.618896484375,76,197.989959716797;277.483337402344,276.609710693359,283.595275878906,283.234222412109;124.775466918945,190,31,34;31,33,17,40;30,35,35,32;25,20,29,34]",[],[]
1.3333 sec,[],"[250.040939331055,82.1437683105469,297.247436523438,185.025726318359;127.588409423828,367.814239501953,69,198.567565917969;278.797485351562,276.077301025391,283.526428222656,285.057434082031;127.412857055664,198,31,36;32,35,17,40;37,35,37,33;27,20,29,26]",[],[]
1.3667 sec,[],"[251.36474609375,82.3054580688477,297.07275390625,188.740127563477;127.86979675293,367.341064453125,69,197.183990478516;277.635437011719,274.647430419922,285.165283203125,284.520324707031;128.207046508789,198,31,36;32,28,17,40;35,35,37,34;21,19,29,31]",[],[]
1.4 sec,[],"[251.783554077148,83.025634765625,296.083343505859,188.431518554688;126.452941894531,365.147491455078,69,195.7900390625;277.620544433594,273.267242431641,283.879577636719,283.209777832031;129.163940429688,193,30,33;32,27,17,41;33,34,34,34;20,20,30,35]",[],[]
1.4333 sec,[],"[251.798950195312,81.0770797729492,295.096984863281,188.467315673828;125.964721679688,363.392028808594,65,195.485870361328;277.040771484375,273.263549804688,285.350433349609,284.667663574219;131.682800292969,200,30,36;32,25,17,41;37,34,37,34;18,19,30,28]",[],[]
1.4667 sec,[],"[251.546539306641,78.3460845947266,294.364074707031,185.727752685547;124.041564941406,361.230712890625,64,195.384994506836;276.122985839844,273.342498779297,284.083679199219,284.88525390625;133.959609985352,199,30,40;32,28,18,41;31,34,41,33;22,21,30,32]",[],[]
1.5 sec,[],"[252.413436889648,81.3164825439453,293.804107666016,183.025512695312;124.132125854492,360.209930419922,64,194.223693847656;277.509521484375,272.058776855469,280.60400390625,284.574066162109;135.728866577148,202,30,34;32,33,17,41;31,34,35,33;26,19,30,29]",[],[]
1.5333 sec,[],"[253.401168823242,81.7723770141602,294.326232910156,180.398651123047;124.053375244141,359.117218017578,63,192.1884765625;275.623748779297,271.03515625,276.4375,282.722076416016;136.306396484375,201,29,34;30,38,17,41;33,34,34,31;30,19,30,29]",[],[]
1.5667 sec,[],"[253.966583251953,80.945198059082,293.370147705078,183.46354675293;121.644958496094,358.057495117188,57,193.440841674805;277.310363769531,271.781555175781,281.507293701172,282.908752441406;139.994720458984,202,29,36;30,31,21,40;39,34,37,31;24,23,30,32]",[],[]
1.6 sec,[],"[254.405822753906,82.1583557128906,292.778930664062,184.346206665039;120.236022949219,356.094329833984,58,193.355850219727;279.112915039062,271.386016845703,282.722076416016,282.314453125;141.572235107422,205,29,33;30,29,23,41;38,33,33,31;22,25,30,29]",[],[]
1.6333 sec,[],"[254.603302001953,81.6365203857422,291.813293457031,184.511047363281;120.755874633789,354.383087158203,58,192.251647949219;277.639526367188,270.502410888672,282.514862060547,281.799560546875;142.731201171875,205,29,33;29,27,21,41;31,33,34,30;20,23,31,26]",[],[]
1.6667 sec,[],"[255.607421875,81.9713439941406,292.194610595703,184.404373168945;121.739334106445,352.887359619141,56,193.337707519531;279.637420654297,271.962036132812,284.085144042969,284.482330322266;145.198944091797,208,29,33;28,27,19,42;33,33,34,29;20,22,31,23]",[],[]
1.7 sec,[],"[255.492233276367,81.6209716796875,290.196899414062,180.022872924805;122.474273681641,351.004058837891,56,193.69189453125;280.586364746094,271.438262939453,281.684478759766,287.137237548828;147.239868164062,208,29,33;29,35,16,42;33,33,34,30;26,18,31,30]",[],[]
1.7333 sec,[],"[255.359283447266,81.2681350708008,289.226013183594,181.795059204102;121.076568603516,348.887908935547,50,193.044174194336;280.200317382812,271.114227294922,283.445404052734,285.943054199219;148.810455322266,208,29,32;27,28,17,42;37,33,33,28;21,19,31,29]",[],[]
1.7667 sec,[],"[255.908248901367,81.4256439208984,288.546783447266,182.139205932617;121.100509643555,347.827697753906,50,193.421600341797;280.142547607422,271.190643310547,284.008026123047,285.786193847656;151.043472290039,208,29,32;27,28,16,42;34,33,33,28;21,19,31,33]",[],[]
1.8 sec,[],"[256.614807128906,80.1014785766602,288.100402832031,182.046493530273;121.761672973633,346.928100585938,51,192.909042358398;277.783020019531,270.415374755859,283.208190917969,285.497589111328;151.91487121582,207,29,36;26,28,15,42;33,33,37,27;21,17,31,34]",[],[]
1.8333 sec,[],"[257.441589355469,81.7488250732422,286.888946533203,180.719604492188;121.896377563477,346.069030761719,51,192.333709716797;278.791076660156,268.802703857422,281.022491455078,285.102935791016;152.067169189453,207,29,33;26,31,15,42;30,33,34,27;24,17,31,31]",[],[]
1.8667 sec,[],"[257.008270263672,80.5014038085938,283.711456298828,179.867538452148;120.275100708008,343.883361816406,48,193.946548461914;280.815948486328,269.481018066406,283.342193603516,286.866119384766;154.638748168945,214,29,33;27,30,16,42;33,33,34,28;22,18,31,24]",[],[]
1.9 sec,[],"[257.353271484375,80.8163299560547,282.689758300781,179.230728149414;120.57551574707,342.255767822266,48,194.538223266602;281.144622802734,269.703491210938,283.348602294922,287.685577392578;157.268035888672,214,29,33;27,30,14,41;30,33,33,28;22,16,31,27]",[],[]
1.9333 sec,[],"[258.651916503906,81.7256927490234,281.378875732422,180.023788452148;118.906921386719,342.272705078125,46,192.271377563477;277.729095458984,266.509002685547,280.416381835938,282.430541992188;156.38671875,214,29,33;28,29,19,41;32,33,34,29;22,20,31,27]",[],[]
1.9667 sec,[],"[258.847717285156,81.2112731933594,278.962768554688,178.741226196289;117,341.027526855469,46,191.499206542969;277.276885986328,264.838012695312,279.050689697266,280;157.042922973633,214,29,32;29,30,21,40;28,33,33,30;23,24,30,24]",[],[]
2 sec,[],"[258.954895019531,81.1214752197266,276.558532714844,178.745361328125;116,339.499847412109,45,192.687881469727;278.356506347656,265.027191162109,280.763793945312,279;159.655487060547,213,29,32;30,29,23,40;29,34,33,31;21,24,29,25]",[],[]
2.0333 sec,[],"[259.997100830078,81.4392852783203,275.411407470703,178.674774169922;115,338.609771728516,45,192.260589599609;276.45654296875,263.33056640625,279.383087158203,276;160.225891113281,213,29,33;30,29,25,40;26,33,34,31;22,25,29,30]",[],[]
2.0667 sec,[],"[261.504333496094,80.8653564453125,275.565673828125,180.337142944336;113,338.494598388672,39,190.799179077148;273.044494628906,261.515258789062,278.291259765625,271;159.557647705078,214,30,38;29,27,26,39;32,34,39,30;21,27,28,29]",[],[]
2.1 sec,[],"[261.337310791016,79.495719909668,272.228363037109,176.776962280273;114,336.660095214844,37,190.236358642578;271.659484863281,259.860290527344,275.592559814453,271;159.906295776367,213,29,39;31,32,23,39;37,34,40,32;24,27,28,25]",[],[]
2.1333 sec,[],"[261.292602539062,83.4699783325195,270.788970947266,175.1845703125;115,334.509948730469,37,189.281478881836;274.622222900391,259.339935302734,273.985900878906,274;160.268295288086,213,29,29;29,32,20,40;35,34,30,30;24,26,28,26]",[],[]
2.1667 sec,[],"[262.270874023438,83.3589172363281,268.671691894531,174.852798461914;113,333.565521240234,37,188.242279052734;272.206298828125,257.409210205078,272.522033691406,267;160.236694335938,211,29,31;30,33,22,40;35,34,32,31;24,31,28,28]",[],[]
2.2 sec,[],"[263.211303710938,84.0268478393555,267.866119384766,176.609680175781;115,332.500885009766,37,186.979370117188;270.800323486328,256.142517089844,272.405639648438,271;159.875610351562,211,29,31;29,29,23,40;35,34,32,30;21,28,28,27]",[],[]
2.2333 sec,[],"[263.651153564453,85.3302001953125,265.8935546875,172.597946166992;114,331.244140625,40,186.131637573242;270.939636230469,254.796691894531,267.801513671875,270;160.005294799805,208,29,28;29,36,26,40;32,34,29,30;28,32,28,28]",[],[]
2.2667 sec,[],"[263.999206542969,78.9821014404297,264.094696044922,176.212661743164;112,329.576965332031,39,186.838470458984;265.908599853516,255.186584472656,272.413146972656,270;161.432632446289,212,29,42;29,27,23,40;33,34,43,30;21,30,27,24]",[],[]
2.3 sec,[],"[263.996704101562,79.1180953979492,264.100952148438,175.85693359375;117,329.594207763672,39,186.856155395508;266.042541503906,255.250244140625,272.282470703125,275;161.445709228516,212,29,42;29,28,20,40;27,34,43,30;21,25,27,23]",[],[]
2.3333 sec,[],"[265.070648193359,80.2802963256835,260.93359375,170.904678344727;112,326.605804443359,33,186.103103637695;265.744140625,253.784515380859,267.690216064453,270;161.910186767578,211,29,40;28,35,27,41;33,34,42,29;28,31,28,24]",[],[]
2.3667 sec,[],"[264.955383300781,84.4364318847656,258.334503173828,174.003494262695;115,325.118316650391,33,184.629348754883;269.189392089844,252.108825683594,270.587066650391,271;161.301406860352,211,30,30;29,26,21,41;31,34,31,30;19,23,28,24]",[],[]
2.4 sec,[],"[265.000305175781,84.334373474121,258.276672363281,173.953704833984;114,325.103332519531,34,184.709762573242;269.078063964844,252.063613891602,270.565368652344,270;161.293334960938,212,30,30;29,26,21,41;30,34,31,30;19,29,28,23]",[],[]
2.4333 sec,[],"[265.986450195312,82.5542526245117,254.438766479492,172.52766418457;114,322.171600341797,34,185.215591430664;268.185211181641,252.114227294922,270.634643554688,272;163.407333374023,212,29,35;30,27,19,41;27,34,36,31;21,24,28,28]",[],[]
2.4667 sec,[],"[265.958984375,82.3778381347656,252.992782592773,171.899551391602;116,320.480895996094,32,184.516326904297;267.513366699219,251.798538208008,270.916015625,274;163.920837402344,216,29,35;29,25,17,41;29,34,36,30;19,23,28,24]",[],[]
2.5 sec,[],"[265.892150878906,81.970085144043,253.018997192383,172.357131958008;114,320.486572265625,32,184.430801391602;267.176239013672,251.809020996094,271.182159423828,271;163.929321289062,215,30,35;29,24,19,41;29,34,36,30;18,28,28,26]",[],[]
2.5333 sec,[],"[266.825103759766,87.9144058227539,248.76301574707,171.414993286133;116,317.968872070312,28,183.349395751953;271.778900146484,249.604675292969,269.617492675781,273;164.17658996582,211,29,24;30,25,19,41;33,33,25,31;19,25,28,30]",[],[]
2.5667 sec,[],"[267.270599365234,88.4082107543945,247.947967529297,166.931854248047;115,317,28,183.781860351562;273.125091552734,250.637466430664,267.138122558594,270;166,211,29,23;28,33,23,41;30,34,24,29;26,29,28,30]",[],[]
2.6 sec,[],"[267.280151367188,324.405212402344,88.4273986816406,248.072372436523;167.001983642578,112,31,183.781280517578;168.408767700195,273.121887207031,250.576782226562,267.038391113281;272,213,29,23;23,28,33,25;27,34,21,24;29,26,24,28]",[],[]
2.6333 sec,[],"[267.136291503906,321.495513916016,83.8925628662109,243.382766723633;168.631011962891,114,30,182.536010742188;169.80241394043,268.160766601562,249.038177490234,269.899047851562;271,216,29,22;31,27,24,24;28,33,20,32;28,18,25,25]",[],[]
2.6667 sec,[],"[267.441192626953,319.959320068359,85.2215118408203,241.436904907227;165.529312133789,116,30,180.724731445312;168.666076660156,268.547821044922,247.056045532227,266.505218505859;276,216,29,23;28,28,29,18;19,33,21,29;29,23,22,21]",[],[]
2.7 sec,[],"[267.442413330078,320.087188720703,85.2654876708984,241.448928833008;165.072448730469,113,25,180.723373413086;168.77180480957,268.601104736328,247.069381713867,265.977478027344;270,214,29,23;28,27,30,26;25,33,21,29;29,24,32,23]",[],[]
2.7333 sec,[],"[268.028747558594,319.187683105469,86.7742385864258,237.756439208984;159.987442016602,110,27,181.228988647461;171.727447509766,270.736389160156,247.396087646484,263.462585449219;270,211,29,20;25,27,37,28;25,33,18,26;28,31,32,27]",[],[]
2.7667 sec,[],"[268.024749755859,319.174377441406,86.85693359375,237.671646118164;159.876892089844,116,27,181.227996826172;171.7275390625,270.8369140625,247.326461791992,263.416015625;272,211,29,20;25,27,37,19;23,33,18,26;29,31,23,30]",[],[]
2.8 sec,[],"[267.434753417969,313.798248291016,86.3711090087891,234.721038818359;160.730545043945,114,20,180.816970825195;168.659957885742,270.566802978516,247.009460449219,265.997863769531;273,211,29,27;24,28,32,22;30,33,26,25;29,25,27,30]",[],[]
2.8333 sec,[],"[267.970184326172,314.927154541016,87.0816802978516,231.616668701172;155.811447143555,114,20,181.432525634766;173.249755859375,272.307769775391,248.958511352539,264.019287109375;276,211,28,21;24,27,39,21;31,33,19,25;28,33,26,36]",[],[]
2.8667 sec,[],"[267.966217041016,314.944305419922,87.9235002397618,231.609191894531;155.759078979492,112,21,181.433822631836;173.251831054688,272.424163818359,248.951934814453,263.972503662109;275,219,28,21;24,27,40,25;29,33,19,25;28,33,28,26]",[],[]
2.9 sec,[],"[267.208740234375,312.181182861328,86.1897277832031,228.592849731445;157.853713989258,112,23,183.466934204102;174.581817626953,274.341125488281,251.268203735352,269.631958007812;279,220,28,23;24,27,32,24;24,33,22,25;28,26,20,26]",[],[]
2.9333 sec,[],"[268.130218505859,312.498840332031,88.4130401611328,225.410171508789;158.06217956543,116,20,179.690948486328;173.279907226562,271.382202148438,249.297134399414,267.252166748047;274,215,28,21;22,27,30,20;26,33,19,23;28,24,25,27]",[],[]
2.9667 sec,[],"[268.115356445312,312.541687011719,88.5698471069335,225.429550170898;157.783554077148,116,22,179.671371459961;173.307464599609,271.566528320312,249.323837280273,267.075775146484;274,216,28,21;22,27,30,16;22,33,19,23;28,24,26,26]",[],[]
3 sec,[],"[268.790466308594,309.847442626953,89.630485534668,223.801727294922;156.869689941406,114,178.82405090332,171.697113037109;269.743777452416,249.031265258789,265.309265136719,273;28,26,19.5979185648928,27;32,21,33,23;23.9086883678967,29,26,22]",[],[]
3.0333 sec,[],"[268.464447021484,302.207763671875,87.5352325439453,220.457458496094;155.440704345703,110,179.036102294922,169.631622314453;269.143249511719,250.981658935547,266.340270996094,271;28,37,26,28;31,27,32,32;28,29,25,26]",[],[]
3.0667 sec,[],"[268.447906494141,299.550445556641,87.4105758666992,220.460739135742;156.314437866211,111,179.064041137695,167.413635253906;268.838073730469,250.981719970703,267.374267578125,273;28,43,27,27;29,27,33,37;28,29,23,24]",[],[]
3.1 sec,[],"[268.79443359375,301.159820556641,89.8539352416992,219.426239013672;154.081649780273,119,178.98796081543,169.873046875;270.981262207031,252.090286254883,265.740570068359,272;28,38,23,27;33,17,33,33;24,28,26,28]",[],[]
3.1333 sec,[],"[268.275451660156,299.197784423828,88.3806915283203,215.254898071289;151.344680786133,120,174.640991210938,168.043411254883;263.389862060547,248.845321655273,259.99658203125,270;28,38,26,28;34,18,33,33;27,29,27,25]",[],[]
3.1667 sec,[],"[268.269470214844,299.723480224609,88.2922134399414,215.254272460938;151.366012573242,112,174.620178222656,168.401336669922;263.385803222656,248.849807739258,260.034027099609,266;28,37,26,28;34,29,33,32;27,29,27,27]",[],[]
3.2 sec,[],"[268.056091308594,297.127410888672,87.4816284179688,213.27702331543;150.581268310547,119,174.492248535156,168.305068969727;262.594848632812,249.612457275391,260.451354980469,270;28,40,28,28;33,17,33,35;29,29,26,25]",[],[]
3.2333 sec,[],"[267.862701416016,291.5576171875,90.7862091064453,212.167510986328;146.380722045898,112,174.256088256836,164.919570922852;264.560272216797,250.674011230469,256.355834960938,268;28,51,22,27;40,28,33,44;23,28,34,27]",[],[]
3.2667 sec,[],"[267.666412353516,297.122222900391,88.6148986816406,209.963714599609;149.41162109375,119,172.181533813477,169.393203735352;259.460174560547,249.321746826172,257.725891113281,268;28,38,26,28;31,14,33,33;27,29,25,25]",[],[]
3.3 sec,[],"[268.289947509766,297.177520751953,89.0546875,209.079681396484;149.550933837891,117,170.536636352539,169.444747924805;256.603637695312,249.1162109375,257.015686035156,268;28,37,28,28;31,18,33,32;29,29,24,20]",[],[]
3.3333 sec,[],"[267.958404541016,297.872924804688,88.0073013305664,207.06086730957;143.359848022461,118,170.441925048828,172.210113525391;255.430633544922,250.414016723633,252.188140869141,267;28,34,30,28;41,23,33,29;31,29,33,24]",[],[]
3.3667 sec,[],"[267.074554443359,295.38525390625,88.3203811645508,204.45588684082;145.879302978516,117,171.67951965332,173.833465576172;257.442535400391,252.629837036133,256.820068359375,270;28,36,28,29;32,22,33,32;29,30,26,20]",[],[]
3.4 sec,[],"[266.783752441406,294.280822753906,89.9930801391602,202.895874023438;144.707885742188,116,172.42707824707,175.472595214844;259.476318359375,254.734466552734,257.603637695312,266;29,37,25,28;32,18,33,32;25,29,26,25]",[],[]
3.4333 sec,[],"[266.485290527344,296.941558837891,89.8998413085938,201.139175415039;140.752151489258,119,172.843017578125,180.072601318359;259.667785644531,256.489593505859,255.028106689453,272;29,30,24,29;38,18,33,26;25,30,32,19]",[],[]
3.4667 sec,[],"[266.418731689453,289.006164550781,87.0736770629883,200.236099243164;141.938140869141,172.971527099609,174.731582641602,255.444000244141;257.768280029297,256.939910888672,29.0523071289062,46.2225036621094;32.7397918701172,28.8178253173828,34.2498779296875,33.5686798095703;40.5400695800781,34.0329895019531,29.8778076171875,28.5899353027344]",[],[]
3.5 sec,[],"[266.532043457031,294.809844970703,90.7233123779297,199.333404541016;138.406280517578,173.246704101562,181.572509765625,258.145568847656;259.325256347656,254.112731933594,28.9932861328125,33.7951965332031;26.4339294433594,28.7165222167969,40.2837677001953,33.5107421875;28.9106140136719,27.5049438476562,29.7769775390625,34.336181640625]",[],[]
3.5333 sec,[],"[266.37841796875,296.193572998047,89.5827102661133,198.043029785156;135.783752441406,172.73014831543,183.51171875,254.855499267578;259.562652587891,251.538818359375,28.9602355957031,30.3959045410156;29.7276382446289,28.7513275146484,43.9356689453125,33.4071197509766;25.9561157226562,30.8317565917969,29.8611145019531,37.1490478515625]",[],[]
3.5667 sec,[],"[266.552337646484,295.839691162109,93.1114196777344,197.39697265625;140.428344726562,170.905624389648,182.458602905273,255.742446899414;259.409332275391,254.675537109375,29.1331787109375,31.029296875;24.4409942626953,28.8278350830078,33.5458679199219,33.6205444335938;26.548095703125,25.3878021240234,29.9480285644531,27.9286804199219]",[],[]
