0.033333 sec,[],[],[],"[149,353,453,215;279,296,31,35;37,34,37,31]"
2.1667 sec,[],[],[],"[51.1739113194706,323.999999681819,442.954545452479,215.956522170132;266.636363665289,275.772727262397,44.4782610850662,44.2727270123967;54.590909072314,42.1739129716446,35.7272726694214,40.6363636198347]"
2.2 sec,[],[],[],"[50.1304329678637,323.499999659091,442.909090904959,216.217391758034;266.68181821281,275.545454524793,44.6086958790171,43.8636360847107;54.1818181446281,42.1304347069944,35.6363635743801,40.2727272396694]"
2.2333 sec,[],[],[],"[49.0869546162569,322.999999636364,442.863636357438,216.478261345936;266.72727276033,275.31818178719,44.7391306729679,43.4545451570248;53.7727272169421,42.0869564423441,35.5454544793388,39.9090908595041]"
2.2667 sec,[],[],[],"[48.0434762646501,322.499999613637,442.818181809917,216.739130933838;266.772727307851,275.090909049587,44.8695654669188,43.0454542293388;53.3636362892562,42.0434781776938,35.4545453842975,39.5454544793388]"
2.3 sec,[],[],[],"[47,321.99999959091,442.772727262397,217;266.818181855372,274.863636311983,45,42.6363633016529;52.9545453615702,42,35.3636362892561,39.1818180991736]"
2.3333 sec,[],[],[],"[46.8421052797784,321.499999568182,442.727272714876,217;266.863636402892,274.63636357438,45.1578947202216,42.2272723739669;52.5454544338843,41.8421052797784,35.2727271942148,38.8181817190083]"
2.3667 sec,[],[],[],"[46.6842105595568,320.999999545455,442.681818167355,217;266.909090950413,274.409090836777,45.3157894404432,41.818181446281;52.1363635061983,41.6842105595568,35.1818180991735,38.454545338843]"
2.4 sec,[],[],[],"[46.5263158393352,320.499999522728,442.636363619835,217;266.954545497934,274.181818099174,45.4736841606648,41.409090518595;51.7272725785124,41.5263158393352,35.0909090041322,38.0909089586777]"
2.4333 sec,[],[],[],"[46.3684211191136,320,442.590909072314,217;267,273.95454536157,45.6315788808864,41;51.3181816508264,41.3684211191136,35,37.7272725785124]"
2.4667 sec,[],[],[],"[46.210526398892,320.208333333333,442.545454524794,217;266.375,273.727272623967,45.789473601108,41.2083333333333;50.9090907231405,41.210526398892,35.1666666666667,37.3636361983471]"
2.5 sec,[],[],[],"[46.0526316786704,320.416666666667,442.499999977273,217;265.75,273.499999886364,45.9473683213296,41.4166666666667;50.4999997954545,41.0526316786704,35.3333333333333,36.9999998181818]"
2.5333 sec,[],[],[],"[45.8947369584488,320.625,442.454545429752,217;265.125,273.27272714876,46.1052630415512,41.625;50.0909088677686,40.8947369584488,35.5,36.6363634380165]"
2.5667 sec,[],[],[],"[45.7368422382272,320.833333333333,442.409090882232,217;264.5,273.045454411157,46.2631577617728,41.8333333333333;49.6818179400826,40.7368422382272,35.6666666666667,36.2727270578512]"
2.6 sec,[],[],[],"[45.5789475180055,321.041666666667,442.363636334711,217;263.875,272.818181673554,46.4210524819945,42.0416666666667;49.2727270123967,40.5789475180055,35.8333333333333,35.909090677686]"
2.6333 sec,[],[],[],"[45.4210527977839,321.25,442.31818178719,217;263.25,272.59090893595,46.5789472022161,42.25;48.8636360847107,40.4210527977839,36,35.5454542975207]"
2.6667 sec,[],[],[],"[45.2631580775623,321.458333333333,442.27272723967,217;262.625,272.363636198347,46.7368419224377,42.4583333333333;48.4545451570248,40.2631580775623,36.1666666666667,35.1818179173554]"
2.7 sec,[],[],[],"[45.1052633573407,321.666666666667,442.227272692149,217;262,272.136363460744,46.8947366426593,42.6666666666667;48.0454542293388,40.1052633573407,36.3333333333333,34.8181815371901]"
2.7333 sec,[],[],[],"[44.9473686371191,321.875,442.181818144628,217;261.375,271.909090723141,47.0526313628809,42.875;47.6363633016529,39.9473686371191,36.5,34.4545451570248]"
2.7667 sec,[],[],[],"[44.7894739168975,322.083333333333,442.136363597108,217;260.75,271.681817985537,47.2105260831025,43.0833333333334;47.2272723739669,39.7894739168975,36.6666666666666,34.0909087768595]"
2.8 sec,[],[],[],"[44.6315791966759,322.291666666666,442.090909049587,217;260.125,271.454545247934,47.3684208033241,43.2916666666667;46.818181446281,39.6315791966759,36.8333333333333,33.7272723966942]"
2.8333 sec,[],[],[],"[44.4736844764543,322.5,442.045454502066,217;259.5,271.227272510331,47.5263155235457,43.5;46.409090518595,39.4736844764543,37,33.3636360165289]"
2.8667 sec,[],[],[],"[44.3157897562327,322.708333333333,442,217;258.875,271,47.6842102437673,43.7083333333334;46,39.3157897562327,37.1666666666666,33]"
2.9 sec,[],[],[],"[44.1578950360111,322.916666666666,441.888888888889,217;258.25,270.166666666667,47.8421049639889,43.9166666666667;45.8888888888889,39.1578950360111,37.3333333333333,33.2222222222222]"
2.9333 sec,[],[],[],"[44,323.125,441.777777777778,217;257.625,269.333333333333,48,44.125;45.7777777777778,39,37.5,33.4444444444444]"
2.9667 sec,[],[],[],"[43.8500000075,323.333333333333,441.666666666667,216.40000003;257,268.5,47.8500000075,44.3333333333334;45.6666666666667,39.299999985,37.6666666666666,33.6666666666667]"
3 sec,[],[],[],"[43.700000015,323.541666666666,441.555555555556,215.80000006;256.375,267.666666666667,47.700000015,44.5416666666667;45.5555555555555,39.59999997,37.8333333333333,33.8888888888889]"
3.0333 sec,[],[],[],"[43.5500000225,323.75,441.444444444445,215.20000009;255.75,266.833333333333,47.5500000225,44.75;45.4444444444444,39.899999955,38,34.1111111111111]"
3.0667 sec,[],[],[],"[43.40000003,323.958333333333,441.333333333333,214.60000012;255.125,266,47.40000003,44.9583333333334;45.3333333333333,40.19999994,38.1666666666666,34.3333333333333]"
3.1 sec,[],[],[],"[43.2500000375,324.166666666666,441.222222222222,214.00000015;254.5,265.166666666667,47.2500000375,45.1666666666667;45.2222222222222,40.499999925,38.3333333333333,34.5555555555556]"
3.1333 sec,[],[],[],"[43.100000045,324.375,441.111111111111,213.40000018;253.875,264.333333333333,47.100000045,45.375;45.1111111111111,40.79999991,38.5,34.7777777777778]"
3.1667 sec,[],[],[],"[42.9500000525,324.583333333333,441,212.80000021;253.25,263.5,46.9500000525,45.5833333333334;45,41.099999895,38.6666666666666,35]"
3.2 sec,[],[],[],"[42.80000006,324.791666666666,440.888888888889,212.20000024;252.625,262.666666666667,46.80000006,45.7916666666667;44.8888888888889,41.39999988,38.8333333333333,35.2222222222222]"
3.2333 sec,[],[],[],"[42.6500000675,325,440.777777777778,211.60000027;252,261.833333333334,46.6500000675,46;44.7777777777777,41.699999865,39,35.4444444444444]"
3.2667 sec,[],[],[],"[42.500000075,325.473684160665,440.666666666667,211.0000003;251.368421119114,261,46.500000075,45.7894737063712;44.6666666666666,41.99999985,38.8947368531856,35.6666666666667]"
3.3 sec,[],[],[],"[42.3500000825,325.94736832133,440.555555555556,210.40000033;250.736842238227,260.166666666667,46.3500000825,45.5789474127424;44.5555555555555,42.299999835,38.7894737063712,35.8888888888889]"
3.3333 sec,[],[],[],"[42.20000009,326.421052481995,440.444444444445,209.80000036;250.105263357341,259.333333333334,46.20000009,45.3684211191136;44.4444444444444,42.59999982,38.6842105595568,36.1111111111111]"
3.3667 sec,[],[],[],"[42.0500000975,326.894736642659,440.333333333334,209.20000039;249.473684476454,258.5,46.0500000975,45.1578948254848;44.3333333333333,42.899999805,38.5789474127424,36.3333333333333]"
3.4 sec,[],[],[],"[41.900000105,327.368420803324,440.222222222223,208.60000042;248.842105595568,257.666666666667,45.900000105,44.947368531856;44.2222222222222,43.19999979,38.473684265928,36.5555555555555]"
3.4333 sec,[],[],[],"[41.7500001125,327.842104963989,440.111111111112,208.00000045;248.210526714681,256.833333333334,45.7500001125,44.7368422382271;44.1111111111111,43.499999775,38.3684211191135,36.7777777777778]"
3.4667 sec,[],[],[],"[41.60000012,328.315789124654,440,207.40000048;247.578947833795,256,45.60000012,44.5263159445983;44,43.79999976,38.2631579722991,37]"
3.5 sec,[],[],[],"[41.4500001275,328.789473285319,440.125000007813,206.80000051;246.947368952909,255.437499964844,45.4500001275,44.3157896509695;44.1875000117188,44.099999745,38.1578948254847,37]"
3.5333 sec,[],[],[],"[41.300000135,329.263157445984,440.250000015625,206.20000054;246.315790072022,254.874999929687,45.300000135,44.1052633573407;44.3750000234375,44.39999973,38.0526316786703,37]"
3.5667 sec,[],[],[],"[41.1500001425,329.736841606648,440.375000023438,205.60000057;245.684211191136,254.312499894531,45.1500001425,43.8947370637119;44.5625000351563,44.699999715,37.9473685318559,37]"
3.6 sec,[],[],[],"[41,330.210525767313,440.50000003125,205;245.052632310249,253.749999859375,45,43.6842107700831;44.750000046875,45,37.8421053850415,37]"
3.6333 sec,[],[],[],"[40.695652147448,330.684209927978,440.625000039063,204.869565206049;244.421053429363,253.187499824219,44.6521738827977,43.4736844764543;44.9375000585938,44.6086956181474,37.7368422382271,37]"
3.6667 sec,[],[],[],"[40.391304294896,331.157894088643,440.750000046875,204.739130412098;243.789474548477,252.624999789062,44.3043477655955,43.2631581828255;45.1250000703125,44.2173912362949,37.6315790914127,37]"
3.7 sec,[],[],[],"[40.086956442344,331.631578249308,440.875000054688,204.608695618147;243.15789566759,252.062499753906,43.9565216483932,43.0526318891967;45.3125000820313,43.8260868544423,37.5263159445983,37]"
3.7333 sec,[],[],[],"[39.7826085897921,332.105262409973,441.0000000625,204.478260824197;242.526316786704,251.49999971875,43.6086955311909,42.8421055955679;45.50000009375,43.4347824725898,37.4210527977839,37]"
3.7667 sec,[],[],[],"[39.4782607372401,332.578946570638,441.125000070313,204.347826030246;241.894737905817,250.937499683594,43.2608694139886,42.631579301939;45.6875001054688,43.0434780907372,37.3157896509695,37]"
3.8 sec,[],[],[],"[39.1739128846881,333.052630731302,441.250000078125,204.217391236295;241.263159024931,250.374999648437,42.9130432967864,42.4210530083102;45.8750001171875,42.6521737088847,37.2105265041551,37]"
3.8333 sec,[],[],[],"[38.8695650321361,333.526314891967,441.375000085938,204.086956442344;240.631580144044,249.812499613281,42.5652171795841,42.2105267146814;46.0625001289063,42.2608693270321,37.1052633573406,37]"
3.8667 sec,[],[],[],"[38.5652171795841,334,441.50000009375,203.956521648393;240,249.249999578125,42.2173910623818,42;46.250000140625,41.8695649451795,37,37]"
3.9 sec,[],[],[],"[38.2608693270321,333.411764636678,441.625000101563,203.826086854442;239.705882318339,248.687499542969,41.8695649451795,42.1764706089965;46.4375001523438,41.478260563327,36.7647058546713,37]"
3.9333 sec,[],[],[],"[37.9565214744802,332.823529273356,441.750000109375,203.695652060491;239.411764636678,248.124999507812,41.5217388279773,42.3529412179931;46.6250001640626,41.0869561814744,36.5294117093426,37]"
3.9667 sec,[],[],[],"[37.6521736219282,332.235293910035,441.875000117188,203.565217266541;239.117646955017,247.562499472656,41.173912710775,42.5294118269896;46.8125001757813,40.6956517996219,36.2941175640138,37]"
4 sec,[],[],[],"[37.3478257693762,331.647058546713,442,203.43478247259;238.823529273356,247,40.8260865935727,42.7058824359862;47,40.3043474177693,36.0588234186851,37]"
4.0333 sec,[],[],[],"[37.0434779168242,331.058823183391,441.357142903061,203.304347678639;238.529411591695,246.642857168367,40.4782604763704,42.8823530449827;46.8571428673469,39.9130430359168,35.8235292733564,37.1428571326531]"
4.0667 sec,[],[],[],"[36.7391300642722,330.470587820069,440.714285806122,203.173912884688;238.235293910035,246.285714336735,40.1304343591682,43.0588236539792;46.7142857346939,39.5217386540642,35.5882351280277,37.2857142653061]"
4.1 sec,[],[],[],"[36.4347822117202,329.882352456747,440.071428709184,203.043478090737;237.941176228374,245.928571505102,39.7826082419659,43.2352942629758;46.5714286020408,39.1304342722117,35.3529409826989,37.4285713979592]"
4.1333 sec,[],[],[],"[36.1304343591682,329.294117093425,439.428571612245,202.913043296786;237.647058546713,245.571428673469,39.4347821247636,43.4117648719723;46.4285714693877,38.7391298903591,35.1176468373702,37.5714285306123]"
4.1667 sec,[],[],[],"[35.8260865066163,328.705881730104,438.785714515306,202.782608502835;237.352940865052,245.214285841837,39.0869560075613,43.5882354809688;46.2857143367347,38.3478255085065,34.8823526920415,37.7142856632653]"
4.2 sec,[],[],[],"[35.5217386540643,328.117646366782,438.142857418367,202.652173708885;237.058823183391,244.857143010204,38.7391298903591,43.7647060899654;46.1428572040816,37.956521126654,34.6470585467128,37.8571427959184]"
4.2333 sec,[],[],[],"[35.2173908015123,327.52941100346,437.500000321429,202.521738914934;236.76470550173,244.500000178571,38.3913037731568,43.9411766989619;46.0000000714286,37.5652167448014,34.411764401384,37.9999999285714]"
4.2667 sec,[],[],[],"[34.9130429489603,326.941175640138,436.85714322449,202.391304120983;236.470587820069,244.142857346939,38.0434776559545,44.1176473079585;45.8571429387755,37.1739123629489,34.1764702560553,38.1428570612245]"
4.3 sec,[],[],[],"[34.6086950964083,326.352940276816,436.214286127551,202.260869327032;236.176470138408,243.785714515306,37.6956515387522,44.294117916955;45.7142858061224,36.7826079810963,33.9411761107266,38.2857141938776]"
4.3333 sec,[],[],[],"[34.3043472438563,325.764704913495,435.571429030612,202.130434533081;235.882352456747,243.428571683674,37.34782542155,44.4705885259515;45.5714286734694,36.3913035992438,33.7058819653979,38.4285713265306]"
4.3667 sec,[],[],[],"[34,325.176469550173,434.928571933674,202;235.588234775086,243.071428852041,37,44.6470591349481;45.4285715408163,36,33.4705878200692,38.5714284591837]"
4.4 sec,[],[],[],"[34.1481481481481,324.588234186851,434.285714836735,201.740740740741;235.294117093425,242.714286020408,37.2962962962963,44.8235297439446;45.2857144081632,36,33.2352936747404,38.7142855918368]"
4.4333 sec,[],[],[],"[34.2962962962963,324,433.642857739796,201.481481481481;235,242.357143188776,37.5925925925926,45;45.1428572755102,36,33,38.8571427244898]"
4.4667 sec,[],[],[],"[34.4444444444444,324.6499999675,433,201.222222222222;234.4500000275,242,37.8888888888889,45;45,36,33.299999985,39]"
4.5 sec,[],[],[],"[34.5925925925926,325.299999935,433.5,200.962962962963;233.900000055,242,38.1851851851852,45;45.1666666666667,36,33.59999997,38.7777777777778]"
4.5333 sec,[],[],[],"[34.7407407407407,325.9499999025,434,200.703703703704;233.3500000825,242,38.4814814814815,45;45.3333333333333,36,33.899999955,38.5555555555556]"
4.5667 sec,[],[],[],"[34.8888888888889,326.59999987,434.5,200.444444444444;232.80000011,242,38.7777777777778,45;45.5,36,34.19999994,38.3333333333333]"
4.6 sec,[],[],[],"[35.037037037037,327.2499998375,435,200.185185185185;232.2500001375,242,39.0740740740741,45;45.6666666666667,36,34.499999925,38.1111111111111]"
4.6333 sec,[],[],[],"[35.1851851851852,327.899999805,435.5,199.925925925926;231.700000165,242,39.3703703703704,45;45.8333333333333,36,34.79999991,37.8888888888889]"
4.6667 sec,[],[],[],"[35.3333333333333,328.5499997725,436,199.666666666667;231.1500001925,242,39.6666666666667,45;46,36,35.099999895,37.6666666666667]"
4.7 sec,[],[],[],"[35.4814814814815,329.19999974,436.5,199.407407407407;230.60000022,242,39.962962962963,45;46.1666666666667,36,35.39999988,37.4444444444444]"
4.7333 sec,[],[],[],"[35.6296296296296,329.8499997075,437,199.148148148148;230.0500002475,242,40.2592592592593,45;46.3333333333333,36,35.699999865,37.2222222222222]"
4.7667 sec,[],[],[],"[35.7777777777777,330.499999675,437.5,198.888888888889;229.500000275,242,40.5555555555556,45;46.5,36,35.99999985,37]"
4.8 sec,[],[],[],"[35.9259259259259,331.1499996425,438,198.62962962963;228.9500003025,242,40.8518518518519,45;46.6666666666666,36,36.299999835,36.7777777777778]"
4.8333 sec,[],[],[],"[36.074074074074,331.79999961,438.5,198.37037037037;228.40000033,242,41.1481481481482,45;46.8333333333333,36,36.59999982,36.5555555555556]"
4.8667 sec,[],[],[],"[36.2222222222222,332.4499995775,439,198.111111111111;227.8500003575,242,41.4444444444445,45;47,36,36.899999805,36.3333333333333]"
4.9 sec,[],[],[],"[36.3703703703703,333.099999545,439.5,197.851851851852;227.300000385,242,41.7407407407408,45;47.1666666666666,36,37.19999979,36.1111111111111]"
4.9333 sec,[],[],[],"[36.5185185185185,333.7499995125,440,197.592592592592;226.7500004125,242,42.0370370370371,45;47.3333333333333,36,37.499999775,35.8888888888889]"
4.9667 sec,[],[],[],"[36.6666666666666,334.39999948,440.5,197.333333333333;226.20000044,242,42.3333333333334,45;47.5,36,37.79999976,35.6666666666667]"
